N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg
4730,Software Engineer,Java,,3,3,2400,400,Киев,до 200 человек,Аутсорсинговая,мужской,27,Высшее,НУПТ,False,средний,Android,16/06/2017 19:25:11,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",3.0,3.0,2400,,DEV,1678.630073800738
4732,Software Engineer,C#/.NET,,3,0.5,1500,700,Киев,до 50 человек,Стартап,мужской,26,Высшее,НТУУ «КПИ»,False,элементарный,Веб-разработка,16/06/2017 19:34:58,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1500,,DEV,1678.630073800738
4738,Software Engineer,C#/.NET,,3,меньше 3 месяцев,2200,800,Одесса,до 1000 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,средний,"Веб-разработка,Embedded",16/06/2017 20:40:08,Mozilla/5.0 (Windows NT 6.1; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,0.0,2200,,DEV,1678.630073800738
4739,Software Engineer,JavaScript,,3,меньше 3 месяцев,4000,3000,Другой,до 50 человек,Стартап,мужской,22,Высшее,Другой вуз,False,продвинутый,Другое,16/06/2017 20:44:33,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,0.0,4000,,DEV,1678.630073800738
4742,Software Engineer,Java,,4,меньше 3 месяцев,2000,1000,Львов,до 1000 человек,Аутсорсинговая,мужской,28,Высшее,Другой вуз,False,выше среднего,Другое,16/06/2017 21:01:15,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",4.0,0.0,2000,,DEV,1678.630073800738
4758,Software Engineer,Java,,3,1,2500,0,Киев,до 200 человек,Аутсорсинговая,мужской,24,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Мультимедиа",16/06/2017 22:56:08,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1",3.0,1.0,2500,,DEV,1678.630073800738
4762,Software Engineer,JavaScript,,3,2,1600,800,Днепр,до 1000 человек,Аутсорсинговая,мужской,23,Незаконченное высшее,ДНУ им. Гончара,True,средний,Веб-разработка,16/06/2017 23:13:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,1600,,DEV,1678.630073800738
4769,Software Engineer,Java,,5,1,3200,1400,Другой,до 10 человек,Продуктовая,мужской,24,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,eCommerce",17/06/2017 00:03:50,"Mozilla/5.0 (Linux; Android 7.0; SM-N920C Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,1.0,3200,,DEV,1678.630073800738
4777,Software Engineer,C,,7,1,2000,500,Киев,свыше 1000 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,средний,Системное программирование,17/06/2017 05:07:15,Mozilla/5.0 (X11; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,7.0,1.0,2000,,DEV,1678.630073800738
4782,Software Engineer,Java,,5,5,1800,0,Винница,до 200 человек,Аутсорсинговая,мужской,29,Два высших,ВНТУ,False,средний,"eCommerce,Корпоративные системы",17/06/2017 08:23:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,5.0,1800,,DEV,1678.630073800738
4784,Software Engineer,JavaScript,,1.5,1.5,1300,800,Львов,до 200 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,ЛНУ им. Франко,True,выше среднего,Веб-разработка,17/06/2017 08:39:33,"Mozilla/5.0 (Linux; Android 5.0.2; Le X507 Build/DHXOSOP5501203231S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,1.5,1300,,DEV,1678.630073800738
4785,Software Engineer,Swift,,2,2,1950,900,Львов,свыше 1000 человек,Аутсорсинговая,мужской,27,Высшее,Львовская Политехника,False,выше среднего,iOS,17/06/2017 09:17:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",2.0,2.0,1950,,DEV,1678.630073800738
4786,Software Engineer,Java,,3,1,1600,600,Киев,до 200 человек,Продуктовая,мужской,30,Высшее,ОНАС,False,средний,Android,17/06/2017 09:22:57,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 6P Build/N2G47W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",3.0,1.0,1600,,DEV,1678.630073800738
4792,Software Engineer,JavaScript,,2,1.5,900,300,Львов,до 50 человек,Аутсорсинговая,мужской,26,Среднее,,False,ниже среднего,Веб-разработка,17/06/2017 10:30:37,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,900,,DEV,1678.630073800738
4793,Software Engineer,JavaScript,,5,2,2000,500,Киев,до 10 человек,Аутсорсинговая,мужской,27,Высшее,НАУ,False,средний,Веб-разработка,17/06/2017 10:42:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,2.0,2000,,DEV,1678.630073800738
4796,Software Engineer,Java,,2,0.5,900,150,Львов,до 200 человек,Аутсорсинговая,мужской,24,Высшее,Львовская Политехника,False,средний,Android,17/06/2017 11:35:01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,900,,DEV,1678.630073800738
4797,Software Engineer,PHP,,2,1,1300,800,Киев,до 10 человек,Продуктовая,мужской,23,Незаконченное высшее,НТУУ «КПИ»,False,средний,"eCommerce,Корпоративные системы",17/06/2017 11:41:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,1300,,DEV,1678.630073800738
4799,Software Engineer,JavaScript,,1.5,0.5,2000,1400,Львов,до 50 человек,Аутсорсинговая,мужской,21,Незаконченное высшее,Львовская Политехника,False,ниже среднего,"Android,Веб-разработка",17/06/2017 11:43:43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.5,2000,,DEV,1678.630073800738
4801,Software Engineer,PHP,,8,2,2000,0,Днепр,до 50 человек,Аутсорсинговая,мужской,30,Высшее,ДНУЖТ,False,элементарный,Веб-разработка,17/06/2017 11:49:36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",8.0,2.0,2000,,DEV,1678.630073800738
4804,Software Engineer,JavaScript,,1.5,0.25,2500,1500,Львов,до 50 человек,Аутсорсинговая,мужской,25,Высшее,Львовская Политехника,False,продвинутый,"Desktop Applications,Веб-разработка",17/06/2017 12:09:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.25,2500,,DEV,1678.630073800738
4806,Software Engineer,C#/.NET,,2,1.5,850,300,Киев,до 200 человек,Другая,мужской,22,Высшее,НТУУ «КПИ»,True,ниже среднего,Веб-разработка,17/06/2017 12:38:15,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,850,,DEV,1678.630073800738
4811,Software Engineer,JavaScript,,3,1.5,2000,800,Львов,до 50 человек,Аутсорсинговая,мужской,23,Техникум / Колледж,,False,выше среднего,Веб-разработка,17/06/2017 13:30:48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3.0,1.5,2000,,DEV,1678.630073800738
4823,Software Engineer,Java,,2,2,1100,400,Харьков,до 50 человек,Аутсорсинговая,женский,22,Незаконченное высшее,ХНЭУ,True,выше среднего,Android,17/06/2017 15:49:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1100,,DEV,1678.630073800738
4831,Software Engineer,Java,,3,3,1500,100,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,25,Высшее,ВНУ им. Даля,False,средний,"Веб-разработка,eCommerce",17/06/2017 17:29:04,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.137 YaBrowser/17.4.1.955 Yowser/2.5 Safari/537.36",3.0,3.0,1500,,DEV,1678.630073800738
4835,Software Engineer,Haskell,,4,1,1400,400,Одесса,до 10 человек,Аутсорсинговая,мужской,24,Высшее,ОНАС,False,ниже среднего,"Веб-разработка,eCommerce",17/06/2017 17:36:15,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0,4.0,1.0,1400,,DEV,1678.630073800738
4843,Software Engineer,C++,,6,1.5,2500,1000,Киев,до 50 человек,Аутсорсинговая,мужской,29,Высшее,КНУ им. Шевченко,False,средний,Desktop Applications,17/06/2017 18:33:18,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",6.0,1.5,2500,,DEV,1678.630073800738
4846,Software Engineer,JavaScript,,2,1.5,1600,300,Другой,до 10 человек,Продуктовая,мужской,23,Высшее,Львовская Политехника,False,продвинутый,"Веб-разработка,eCommerce",17/06/2017 19:15:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,1600,,DEV,1678.630073800738
4847,Software Engineer,Java,,2,1,1900,500,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,32,Высшее,НТУ «ХПИ»,False,средний,"Веб-разработка,eCommerce",17/06/2017 19:16:13,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53",2.0,1.0,1900,,DEV,1678.630073800738
4848,Software Engineer,Python,,4,1.5,2000,200,Киев,до 50 человек,Продуктовая,мужской,27,Высшее,КНУ им. Шевченко,False,выше среднего,Другое,17/06/2017 19:18:58,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,4.0,1.5,2000,,DEV,1678.630073800738
4861,Software Engineer,C++,,3,3,2000,150,Киев,до 200 человек,Продуктовая,мужской,24,Высшее,НТУУ «КПИ»,False,выше среднего,Desktop Applications,17/06/2017 20:44:48,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,2000,,DEV,1678.630073800738
4868,Software Engineer,JavaScript,,1.5,0.5,1000,400,Киев,до 50 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,КНУ им. Шевченко,True,выше среднего,Веб-разработка,17/06/2017 22:25:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.5,0.5,1000,,DEV,1678.630073800738
4870,Software Engineer,PHP,,4,1.5,1200,700,Харьков,до 50 человек,Аутсорсинговая,мужской,25,Незаконченное высшее,ХНУ им. Каразина,False,продвинутый,Веб-разработка,17/06/2017 22:35:04,Mozilla/5.0 (X11; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,4.0,1.5,1200,,DEV,1678.630073800738
4873,Software Engineer,JavaScript,,1,меньше 3 месяцев,1520,800,Винница,свыше 1000 человек,Аутсорсинговая,мужской,26,Техникум / Колледж,,False,средний,Веб-разработка,17/06/2017 23:05:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,1520,,DEV,1678.630073800738
4874,Software Engineer,Java,,3,2,1900,450,Киев,свыше 1000 человек,Аутсорсинговая,женский,26,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,17/06/2017 23:07:57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,1900,,DEV,1678.630073800738
4877,Software Engineer,Python,,3,0.5,1500,0,Львов,до 50 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,выше среднего,Веб-разработка,17/06/2017 23:21:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1500,,DEV,1678.630073800738
4881,Software Engineer,C#/.NET,,4,0.25,2375,575,Харьков,свыше 1000 человек,Аутстаффинговая,мужской,24,Высшее,НТУ «ХПИ»,False,средний,Веб-разработка,18/06/2017 00:54:19,"Mozilla/5.0 (Linux; Android 6.0; Lenovo A7000-a Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",4.0,0.25,2375,,DEV,1678.630073800738
4883,Software Engineer,Java,,6,3,2300,100,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,27,Высшее,ХНУРЭ,False,выше среднего,eCommerce,18/06/2017 01:06:01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 OPR/45.0.2552.888",6.0,3.0,2300,,DEV,1678.630073800738
4887,Software Engineer,PHP,,10 и более лет,6,1500,0,Киев,до 10 человек,Аутсорсинговая,мужской,37,Высшее,ВНТУ,False,элементарный,Веб-разработка,18/06/2017 05:53:01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,6.0,1500,,DEV,1678.630073800738
4899,Software Engineer,PHP,,2,0.25,700,500,Киев,до 50 человек,Аутсорсинговая,мужской,22,Незаконченное высшее,Другой вуз,True,ниже среднего,"Веб-разработка,eCommerce",18/06/2017 10:12:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",2.0,0.25,700,,DEV,1678.630073800738
4905,Software Engineer,Java,,2,2,1150,400,Киев,до 1000 человек,Продуктовая,мужской,23,Высшее,НаУКМА,True,средний,"Телекоммуникации,Корпоративные системы",18/06/2017 11:16:36,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,2.0,1150,,DEV,1678.630073800738
4910,Software Engineer,JavaScript,,2,1.5,1000,500,Киев,до 50 человек,Продуктовая,мужской,23,Высшее,НТУУ «КПИ»,False,выше среднего,Веб-разработка,18/06/2017 11:33:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.5,1000,,DEV,1678.630073800738
4912,Software Engineer,PHP,,7,1.5,2000,1000,Удаленно,до 10 человек,Стартап,мужской,30,Незаконченное высшее,КНУ им. Шевченко,False,средний,"Android,Веб-разработка",18/06/2017 11:47:55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7.0,1.5,2000,,DEV,1678.630073800738
4913,Software Engineer,C++,,5,0.5,2200,1200,Киев,до 200 человек,Продуктовая,мужской,26,Высшее,НТУУ «КПИ»,False,средний,Gamedev,18/06/2017 11:49:20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",5.0,0.5,2200,,DEV,1678.630073800738
4917,Software Engineer,Java,,4,2,2700,1050,Львов,до 1000 человек,Аутсорсинговая,женский,25,Высшее,ХНУ им. Каразина,False,выше среднего,Android,18/06/2017 12:32:52,"Mozilla/5.0 (Linux; Android 7.0; SM-G930F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",4.0,2.0,2700,,DEV,1678.630073800738
4918,Software Engineer,PHP,,10 и более лет,3,2800,0,Киев,до 200 человек,Продуктовая,мужской,43,Высшее,ДонНТУ,False,ниже среднего,Корпоративные системы,18/06/2017 12:51:57,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.137 YaBrowser/17.4.1.955 Yowser/2.5 Safari/537.36",10.0,3.0,2800,,DEV,1678.630073800738
4921,Software Engineer,Java,,5,1,3500,700,Львов,до 50 человек,Продуктовая,мужской,28,Высшее,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Другое",18/06/2017 13:04:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,1.0,3500,,DEV,1678.630073800738
4925,Software Engineer,Ruby/Rails,,2,1.5,1500,500,Киев,до 50 человек,Аутсорсинговая,мужской,24,Высшее,СумГУ,False,ниже среднего,Веб-разработка,18/06/2017 13:37:08,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/59.0.3071.102 Mobile/14F89 Safari/602.1",2.0,1.5,1500,,DEV,1678.630073800738
4935,Software Engineer,Swift,,3,1.5,1300,100,Запорожье,до 10 человек,Аутсорсинговая,мужской,39,Два высших,ЗНТУ,False,ниже среднего,iOS,18/06/2017 15:51:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",3.0,1.5,1300,,DEV,1678.630073800738
4939,Software Engineer,Java,,10 и более лет,0.5,2300,400,Киев,свыше 1000 человек,Аутсорсинговая,мужской,34,Высшее,Другой вуз,False,выше среднего,Финансы и банки,18/06/2017 16:38:56,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",10.0,0.5,2300,,DEV,1678.630073800738
4940,Software Engineer,Java,,1.5,1,1500,1000,Львов,до 50 человек,Другая,мужской,23,Высшее,НАУ,False,выше среднего,eCommerce,18/06/2017 16:41:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,1500,,DEV,1678.630073800738
4941,Software Engineer,C++,,5,меньше 3 месяцев,4000,1500,Киев,до 1000 человек,Продуктовая,мужской,27,Высшее,Другой вуз,False,выше среднего,"Embedded,Системное программирование",18/06/2017 16:43:07,Mozilla/5.0 (Windows NT 6.1; rv:52.0) Gecko/20100101 Firefox/52.0,5.0,0.0,4000,,DEV,1678.630073800738
4944,Software Engineer,C#/.NET,,10 и более лет,меньше 3 месяцев,2000,2000,Удаленно,до 10 человек,Продуктовая,мужской,33,Высшее,ДонНТУ,False,выше среднего,"Веб-разработка,Корпоративные системы",18/06/2017 17:04:28,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.0,2000,,DEV,1678.630073800738
4948,Software Engineer,PHP,,4,1,2000,0,Запорожье,до 10 человек,Аутсорсинговая,мужской,25,Высшее,Другой вуз,False,средний,"Веб-разработка,eCommerce",18/06/2017 18:38:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.32 Safari/537.36",4.0,1.0,2000,,DEV,1678.630073800738
4956,Software Engineer,Other,,1.5,1.5,2000,1400,Киев,до 200 человек,Аутсорсинговая,мужской,37,Высшее,НУК,False,средний,"Веб-разработка,Корпоративные системы",18/06/2017 20:37:50,"Mozilla/5.0 (Linux; Android 7.0; HUAWEI CAZ-TL10 Build/HUAWEICAZ-TL10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.5,1.5,2000,,DEV,1678.630073800738
4961,Software Engineer,JavaScript,,1,меньше 3 месяцев,2350,2100,Киев,свыше 1000 человек,Аутсорсинговая,мужской,36,Высшее,КНУ им. Шевченко,False,средний,eCommerce,18/06/2017 21:16:22,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3133.0 Safari/537.36",1.0,0.0,2350,,DEV,1678.630073800738
4965,Software Engineer,C#/.NET,,4,4,1500,0,Харьков,до 50 человек,Продуктовая,мужской,23,Высшее,ХНУРЭ,False,средний,"Desktop Applications,Другое",18/06/2017 21:56:30,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,1500,,DEV,1678.630073800738
4967,Software Engineer,Python,,1,1,700,400,Киев,до 10 человек,Стартап,мужской,26,Высшее,НТУУ «КПИ»,False,ниже среднего,Другое,18/06/2017 22:10:18,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,700,,DEV,1678.630073800738
4969,Software Engineer,C#/.NET,,6,1.5,2000,300,Ивано-Франковск,до 1000 человек,Аутсорсинговая,мужской,26,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,eCommerce",18/06/2017 22:25:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",6.0,1.5,2000,,DEV,1678.630073800738
4971,Software Engineer,Ruby/Rails,,6,меньше 3 месяцев,2200,0,Львов,до 10 человек,Продуктовая,мужской,27,Высшее,Другой вуз,False,средний,Веб-разработка,18/06/2017 22:28:15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",6.0,0.0,2200,,DEV,1678.630073800738
4981,Software Engineer,JavaScript,,3,3,1500,300,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,22,Высшее,НТУ «ХПИ»,True,ниже среднего,Веб-разработка,18/06/2017 23:30:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,1500,,DEV,1678.630073800738
4984,Software Engineer,PHP,,2,меньше 3 месяцев,1500,1000,Днепр,до 1000 человек,Продуктовая,мужской,37,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Финансы и банки",18/06/2017 23:55:50,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",2.0,0.0,1500,,DEV,1678.630073800738
4988,Software Engineer,JavaScript,,5,0.5,3000,700,Удаленно,до 10 человек,Стартап,мужской,29,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,19/06/2017 00:46:52,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 5X Build/N2G47W) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,0.5,3000,,DEV,1678.630073800738
4989,Software Engineer,Scala,,3,меньше 3 месяцев,2500,1000,Львов,до 1000 человек,Аутсорсинговая,мужской,28,Высшее,ДонНТУ,False,средний,"Веб-разработка,Gamedev",19/06/2017 00:47:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/53.0.2785.143 Chrome/53.0.2785.143 Safari/537.36",3.0,0.0,2500,,DEV,1678.630073800738
4991,Software Engineer,PHP,,1,1,450,350,Винница,до 10 человек,Аутсорсинговая,мужской,22,Высшее,ВНТУ,True,ниже среднего,Веб-разработка,19/06/2017 04:08:54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,450,,DEV,1678.630073800738
4993,Software Engineer,Java,,5,1.5,2800,300,Днепр,свыше 1000 человек,Аутсорсинговая,мужской,29,Высшее,Другой вуз,False,средний,"Веб-разработка,Корпоративные системы",19/06/2017 09:25:37,"Mozilla/5.0 (Linux; Android 7.0; SM-A510F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",5.0,1.5,2800,,DEV,1678.630073800738
4995,Software Engineer,JavaScript,,5,3,950,200,Другой,до 200 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,средний,Веб-разработка,19/06/2017 09:39:28,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36",5.0,3.0,950,,DEV,1678.630073800738
4998,Software Engineer,Java,,3,меньше 3 месяцев,1500,1500,Киев,до 10 человек,Продуктовая,женский,28,Высшее,Другой вуз,False,ниже среднего,eCommerce,19/06/2017 10:18:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,0.0,1500,,DEV,1678.630073800738
5000,Software Engineer,Ruby/Rails,,4,0.5,1500,300,Харьков,до 50 человек,Продуктовая,мужской,27,Высшее,НТУ «ХПИ»,False,средний,Телекоммуникации,19/06/2017 10:30:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.5,1500,,DEV,1678.630073800738
5002,Software Engineer,JavaScript,,3,1,1970,0,Другой,до 200 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,выше среднего,"Веб-разработка,Другое",19/06/2017 10:44:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,1970,,DEV,1678.630073800738
